RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021
97803,1624,94601,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,102109,102036,102056,102073,102210,102066,101898,101960,102544,103379,103765,103770,103536,103436,103455,103133,103197,103484,104248,104300,103975,103435,103747,104641,105528,106320,106863,108416,109061,109850,110054,111003,111646,111591,111407,111177,111959,112852,113962,114329,114642,115485,116052,116937,117434,119774,121726,123931,125463,127513,129131,130847,133443,135460,138453,140335,143645,145995,148932,152156,155134,157898,161402,165140,169118,172365,175401,179112,183048,186723,189706,191740,194047,196362,198720,201744,204346,208348,211696,215612,218133,220800,223147,225878,228405,231962,234750,237321,238686,240208,242547,244370,246247,248209,252213,256501,261355,264173,268329,271845,277162,281916,286839,291685,297318,302742,307820,312525,317338,322604,327734,334075,340318,346372,351274,356395,361731,367720,371297,375042,376587,380711,382891,384654,385096,385875,386850,387839,387982,388993,389005,389254,388442,385250,382528,380351,378380,375177,373203,371020,368372,360439,354440,347051,344307,339100,334460,325946,318138,308642,299580,290235,281544,273314,264759,256729,248540,243542,239465,237372,233910,233908,231961,230676,227793,229141,231275,235997,239039,240791,240594,241649,244499,245715,245750,245365,245797,245656,244846,241354,238763,236452,235449,230853,224492,217834,216528,214463,215310,212629,211430,209499,207945,206715,206068,207873,210764,214093,215106,217497,218346,221161,223813,228111,233329,237423,241815,246857,254583,263907,272060,279384,285508,293205,299028,305481,309740,316712,321474,325100,325256,324427,323397,323922,324816,327283,332467,336987,341654,343953,350051,357154,364762,371700,381582,392469,406347,414389,419615,423749,430847,438887,442507,446540,450489,455465,458542,460181,459066,463503,469151,475730,477819,482250,489230,494501,500036,507102,513787,519020,525497,530608,535866,543795,555294,564682,570137,576358,583083,586101,586672,585838,585192,585745,586850,584318,578114,572276,568560,569175,572907,580090,586053,588376,589846,588971,590516,594681,604161,610533,615879,616788,617786,617922,620965,628657,637459,648289,657401,666241,672828,683281
97812,1636,94610,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,119570,118936,118731,118299,118091,117665,116787,116123,115791,116108,116555,117094,117410,117950,118459,119085,119741,120710,122641,124599,126125,126933,127671,128834,130208,131870,133142,134268,135309,136498,137817,138751,140246,141155,142349,142661,143734,144675,146051,147403,148728,150995,152305,154327,155667,158943,161894,165588,169025,172375,175564,178269,180989,182044,184856,188014,193129,197210,201460,205620,208505,211452,214580,217547,220089,222337,223794,224528,223920,223583,223430,223326,223539,224108,225000,227807,230979,235161,238780,243124,247227,250327,252351,253865,255727,258145,259828,260582,260368,260436,261139,261683,262356,263782,266629,269782,273544,275769,279160,281835,286548,291236,296254,300081,304109,307893,312840,317879,322712,327455,331730,337293,341866,345156,346581,348732,351508,355239,356075,356501,354473,355174,354684,353909,352464,352337,352815,353555,352576,352168,350885,350274,350436,348189,347630,346564,345452,342478,340854,339931,340467,336781,335698,332564,333225,331931,329650,327393,327449,327873,327608,325453,322672,321165,318208,318329,317883,322326,326672,329125,327932,329325,330998,334295,336295,340901,346466,352131,355304,356426,357875,360942,366339,370032,370500,367810,364834,362926,363021,361371,361866,361547,360985,357885,353778,349346,350087,354160,362334,366576,367726,367700,367071,368074,370182,377146,385686,396172,408411,422191,433693,445115,457233,472624,487461,499267,514012,527740,545003,559818,563850,562414,561611,569031,579380,588619,598191,611070,617034,623675,624541,628288,635504,646724,657650,667259,678757,689315,699703,708545,723805,737491,751665,765518,785299,807103,829335,846124,858678,875408,892287,910226,920632,933713,948011,963363,979958,997395,1013514,1031673,1045216,1055017,1062752,1072171,1089944,1101600,1115470,1128083,1133336,1132670,1134653,1142544,1158703,1177674,1200408,1218008,1229242,1243889,1257879,1266749,1273945,1286413,1298742,1308431,1309855,1304166,1294546,1293308,1294927,1304029,1316878,1334417,1346263,1346044,1346196,1340601,1340916,1352721,1374930,1386124,1391035,1387898,1386457,1384421,1389805,1403773,1417333,1435670,1451906,1462439,1466676,1477588
97516,1645,94025,Zip,CA,CA,Menlo Park,San Francisco-Oakland-Hayward,San Mateo County,454692,453338,452635,450996,450290,450264,450745,452543,454986,458176,460939,463946,467666,472712,478337,484361,490279,496506,503288,508868,514189,520065,528108,537273,545815,553306,559687,567127,575146,582555,589508,596383,603706,608962,613094,616218,620581,625766,631789,637024,639867,643312,647448,654066,661532,671521,681891,692448,702056,712483,724430,737356,755958,777192,798006,814970,830677,846634,864837,884369,903775,919578,931999,938703,938111,929298,920928,913164,905498,899042,888484,877032,863427,856259,852143,854485,861828,876476,890196,902903,913244,917398,923273,928718,934611,936859,933794,932376,925401,918819,910372,907432,908896,915041,919902,925412,935827,948282,964935,976503,988562,997360,1012214,1025831,1038031,1049423,1061127,1078022,1093672,1105327,1114443,1123959,1143867,1161334,1174113,1182673,1192953,1201499,1213583,1216943,1220709,1220631,1228511,1232116,1226720,1221951,1221116,1225752,1227161,1228261,1232018,1239469,1246697,1254265,1255110,1257633,1263588,1270441,1273204,1271854,1272952,1279427,1277969,1272218,1255500,1248035,1237608,1243648,1240256,1241793,1236291,1229408,1223356,1207467,1187036,1159618,1147752,1140251,1139817,1118064,1103359,1086338,1084914,1080783,1068774,1059966,1062467,1083661,1098127,1102072,1096263,1096925,1096563,1097106,1089548,1091398,1100085,1112230,1119481,1117029,1114674,1109969,1114177,1125357,1138607,1144854,1145940,1147427,1152917,1163404,1170710,1184275,1193733,1211553,1232033,1251060,1269843,1299187,1333825,1376687,1404897,1421115,1431762,1431655,1449501,1473542,1502603,1521678,1542715,1552194,1575928,1574697,1594316,1617668,1655260,1695899,1722065,1736924,1735049,1748435,1758173,1783539,1804276,1825492,1839417,1842172,1855222,1871696,1880187,1900578,1932404,1959300,1994095,2018201,2036535,2055821,2063686,2088197,2105069,2113087,2140618,2153331,2164757,2165459,2153744,2154422,2129387,2122499,2116977,2127992,2128222,2150665,2160319,2175749,2170024,2173539,2184374,2183237,2204822,2219757,2259819,2300224,2355052,2400611,2434498,2458965,2493820,2533417,2572684,2610947,2640646,2667748,2674598,2648684,2608023,2557037,2529470,2511630,2487496,2477652,2474773,2476716,2469441,2448184,2449267,2440991,2450067,2444736,2458597,2457611,2473289,2462775,2450372,2437959,2433354,2441997,2438293,2455609,2464000,2489554,2494235,2508614
97729,1748,94521,Zip,CA,CA,Concord,San Francisco-Oakland-Hayward,Contra Costa County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325568,324533,324396,324717,325585,327956,332307,338239,343298,347976,352863,357522,359966,363445,368215,373652,377814,379116,376364,372578,370757,371900,373220,375333,380172,385951,390183,392213,395221,399481,406634,411149,415396,414470,413291,411349,411426,411303,409893,408898,410074,410525,407512,403291,398767,399639,401521,405261,407049,406876,407849,408823,409321,410240,413067,417944,423385,426831,429975,432379,435868,441422
98004,1794,95136,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,219441,218865,218501,218114,217072,216436,215848,216768,217782,219182,221031,223263,225915,228492,231371,233911,238381,242785,247510,250362,253323,256233,259299,262373,264753,267365,269835,273166,276000,278696,281481,284640,288697,292373,294805,296658,299731,303713,307115,308479,309497,311252,314038,316969,318955,321870,326363,332176,337400,341743,346614,354475,362717,372709,381225,391437,401744,412091,423379,433207,442842,449794,456375,460051,462404,461218,460098,458502,456943,453553,447039,441872,437485,437487,438620,441446,445594,449524,453589,455571,457039,459687,463432,465397,466777,467874,468507,467761,464738,463896,463637,465438,468586,471422,474783,478911,484454,488833,492579,498162,505373,513387,519848,526978,532889,541238,550960,561289,570577,579532,592324,601938,611760,617850,627242,635525,642338,646494,648313,651188,654813,658226,655756,655214,655414,659656,660829,658858,661179,663217,665688,665795,663744,663483,665232,665838,665044,661356,660162,661004,659537,655011,647293,635965,623321,608576,596108,587660,579648,569699,558677,549061,538724,529235,522326,523974,528419,534811,530723,526518,522419,525842,527627,525220,523717,525907,532516,534651,535358,533794,542272,544336,546582,538275,533212,531610,534854,536355,529967,522220,516151,510500,504713,500681,494932,495365,493784,495875,490767,485402,485452,485002,484637,485926,488353,494559,501751,509329,518566,525040,535325,546225,558339,570669,583136,592398,602941,613314,627402,640007,649148,655906,660065,666373,666826,673623,680970,693280,697135,698582,693928,691674,694334,700518,709647,714678,723578,727111,729599,730995,739007,745148,761094,770874,781566,784201,789065,794668,799496,805011,810625,813839,817041,823418,821496,823291,820581,828403,829706,834538,837498,843138,848012,854484,857310,861557,864366,870728,879094,893157,913614,933628,954062,974334,995600,1017178,1038666,1054368,1079241,1099684,1116578,1108874,1094014,1078521,1066218,1050834,1031935,1015835,1001297,997037,997745,996379,991927,981280,979488,975191,975787,977011,986952,998955,1012563,1019874,1017375,1017848,1021917,1039879,1052957,1068338,1078392,1089326,1094801,1097611
97995,1866,95127,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,163579,163093,162963,162717,161984,161379,160702,161090,161554,162556,163889,165395,167120,168824,170484,171918,174774,177782,180948,182692,184436,185759,187234,188902,190189,191566,192759,194609,195920,197274,199117,201528,204548,207290,209095,210408,212592,215501,218393,220100,221826,223692,226113,228323,230197,232648,236152,240693,244862,248733,252852,258736,264937,272273,278433,285870,293225,301027,309145,316410,323779,329483,335219,339265,342492,343443,344422,345339,346384,345999,343650,341913,340021,340797,341780,343458,345309,347256,349670,350420,350619,351644,353805,354565,355279,355743,356317,356500,355620,356050,356500,358307,361230,363575,366108,369238,373598,377063,379933,383879,389073,394861,399583,404950,409343,415881,423314,431465,438718,446103,456536,464853,473104,478599,486779,494225,500955,505651,508639,512329,516485,520309,519029,519112,519946,524295,526376,526051,528391,530481,532912,533683,532461,532843,535235,536488,536441,533052,531952,532100,531443,527483,520245,509243,497629,483832,471819,462372,453063,442540,429434,416721,401953,389852,380650,377964,376270,375590,368761,362227,356506,355578,355427,353671,353577,354511,357344,357274,357224,357248,362225,364228,365534,361235,357591,356061,358545,359606,355711,351301,348413,345241,341639,338364,335037,335576,335347,336946,333024,329693,331206,332431,333789,335570,339086,344909,350380,355425,361848,367176,374291,381543,389290,397494,405139,410437,417382,424561,434932,444690,452555,458219,462619,468660,470519,476785,483504,494111,497622,499809,498012,498841,501796,507598,515384,520689,527866,530186,531796,533544,540730,545582,557399,562773,569420,570108,574300,578893,583021,587288,591738,594204,596486,601779,599570,600958,600177,607573,609411,612999,615585,620786,625782,631670,634355,637449,640551,646593,651289,659669,671574,685179,699259,714257,728871,742942,756146,765936,780180,792171,805167,803688,797673,789392,782516,771513,758054,747192,739389,739375,738366,735188,729448,725302,729296,730739,735198,739545,751663,764782,778638,786653,792583,800936,811387,826342,836133,848766,858184,869600,875816,880169
97979,1869,95111,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,168761,168210,167854,167359,166380,165673,164864,165079,165339,166055,167152,168454,170076,171632,173306,174719,177595,180563,183837,185834,187990,189752,191594,193562,195203,196961,198773,201204,203009,204509,206329,208805,211884,214908,217064,218722,220813,223720,226226,227428,228868,230968,233895,236265,237995,240428,243912,248704,253514,257720,262037,268307,274791,282657,288877,296765,304525,312594,320833,328148,335258,341104,347138,351741,355240,356175,356989,357584,358267,357770,355741,354048,352310,352452,353314,354718,357128,359279,362216,363362,364159,365455,367459,368187,368867,369857,370609,370659,369073,368924,369212,370785,373351,375362,377590,380639,384843,388386,391110,395017,400025,406093,410588,416112,420667,427426,435172,443433,451116,458561,469312,477979,486956,492756,501387,509083,516153,521194,524378,527987,531735,535254,534344,534837,536266,540811,543066,542134,543613,544749,546707,547679,546827,547620,549581,550572,550789,548496,547951,547622,545106,540534,533952,525000,514244,500464,487960,478136,466848,454324,440100,429335,418248,407275,396779,390531,386883,385899,378526,371936,365863,366190,366661,364677,363333,364481,368649,370442,372103,372080,378471,379949,382678,379922,379270,379356,381008,381508,377672,373435,369650,365784,361085,357743,353071,347274,340021,335931,332173,328074,327413,326458,325994,326766,329145,334818,340278,347818,355425,361861,367757,374442,381820,390354,398745,405070,411263,416798,425004,434509,442551,449191,453508,460173,462403,468029,473508,482477,486791,489103,487996,487814,491212,496419,504116,508729,516363,519704,522332,523487,529365,533158,544365,550107,556807,557424,560613,563557,566677,570122,575359,578940,582391,588689,588010,590578,590705,598498,600864,605541,608599,614261,618172,624015,626872,630825,634009,639908,644980,654448,668656,683880,698752,713694,728496,742717,755885,765660,779850,791489,801946,797873,788816,779107,771194,760269,746998,737168,730192,730853,729549,726194,722490,719824,723570,723936,727385,731706,742686,755430,769112,777406,783804,792850,803125,818249,829674,844156,855586,867988,876245,881639
97994,1883,95126,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,214414,214785,215406,216525,216661,216760,216468,217556,218547,220212,222141,224186,226731,228897,231161,233255,237386,241788,246642,249822,253173,256077,259277,262819,265699,268410,270186,272071,273803,275784,278662,281354,284888,287493,288800,289147,289934,292500,295878,298948,301219,303315,305601,308315,310217,313120,317297,323324,329450,334931,339677,346048,352598,361442,369589,379528,390076,401621,414431,425337,435604,443248,450705,456050,459868,460624,460299,459727,458587,455864,450056,445169,440828,439847,440922,443070,446974,450399,454766,457452,459042,460480,462536,463392,464635,466305,466819,466441,464020,463549,463459,464396,467527,471134,475432,480787,486948,492060,496277,501919,508834,516725,523271,531340,537634,545504,554248,562951,570973,578251,590056,599328,608601,613782,621717,628127,634518,638898,641934,645200,648097,651049,647360,645162,643600,646811,647418,645286,645704,645937,646461,646640,645586,646432,649809,652229,652909,649733,648797,650184,650519,649054,644046,634130,622092,607494,595806,589080,584999,580037,573026,565871,556338,546646,539635,542082,548175,556682,554572,550908,545470,546205,548162,546628,547352,550824,559485,562266,564017,562903,571175,572370,574743,567098,560270,556629,559102,560278,552984,544791,538175,532561,525471,521611,515963,518205,517928,521106,515913,511001,511306,510757,510110,510313,513934,521832,531087,539103,548897,555418,563292,572003,583194,596467,608434,617230,626332,634492,645164,653962,660272,665069,668913,675310,674349,679158,685648,698319,702496,703254,702640,705045,712139,718537,729368,735522,745494,748751,750065,750223,757215,762819,768838,768073,769694,772523,777967,782356,787021,791343,797957,800985,805012,812744,815003,820094,819998,827073,827101,831127,832695,839336,843628,850169,851338,853160,856605,864419,871598,882453,898894,918861,939901,962249,986877,1010961,1034361,1054076,1079806,1103250,1126819,1129766,1127148,1119439,1112444,1095493,1073854,1056433,1044426,1040838,1035369,1027099,1013866,1002213,999730,996497,999262,1003616,1017220,1029988,1042609,1048509,1051470,1056596,1065520,1081041,1090288,1100936,1105699,1112796,1113730,1113260
97858,1894,94901,Zip,CA,CA,San Rafael,San Francisco-Oakland-Hayward,Marin County,392188,390230,389332,387635,386600,385747,384092,383428,382476,382888,382834,383466,384539,386532,388513,390148,392707,395595,399349,401923,405230,408063,411693,414426,416849,419537,422459,425357,426626,427843,430893,435073,440546,444549,448843,453382,457647,462809,467419,472962,478071,484219,490324,496095,500384,505273,511955,520470,531117,539846,547214,554009,562522,571990,580343,589451,598377,607561,615840,625193,634726,644643,655304,664746,672437,676769,679525,681571,685657,691055,694731,694052,690261,688117,688289,690977,695104,701907,713277,724382,732437,737415,741786,747752,754541,759768,763821,765601,767019,765649,763594,763392,767790,771946,778457,785149,796075,804194,812868,821348,832751,846961,857024,867559,874306,885183,894713,903984,912481,925186,936556,948139,957425,968383,980376,988347,996335,1002630,1011514,1019470,1019992,1022120,1026151,1033933,1034344,1028725,1023934,1020770,1021678,1020856,1018288,1014666,1020685,1018556,1014763,1002254,1003894,1006590,1008562,1010619,1009361,1012467,1011868,1009967,995114,986908,979736,977052,959743,949006,943397,939795,926985,907736,886398,867637,851765,841310,831287,830316,829627,823705,806591,788746,782798,780540,786061,792500,802056,802890,802259,793915,793273,788173,791812,792354,786855,779777,767023,755034,745980,736123,725222,709283,695627,688489,682542,678183,680820,680622,681185,675829,668553,669905,674204,685576,691579,700948,710891,718810,713483,714007,719685,738803,755999,767345,779024,789044,800097,805209,810537,822108,842111,855375,864336,866366,871813,875949,878474,879420,882595,884148,883501,881941,883205,890994,899638,903828,908824,917046,926763,936648,945943,959091,969248,974546,979736,985236,991216,997578,997846,992728,989127,991549,998404,1006040,1011952,1019995,1023539,1026139,1024488,1029501,1042835,1065467,1083982,1093760,1096110,1095322,1100371,1105941,1115107,1122271,1135344,1143281,1145261,1140323,1135609,1138128,1143806,1148551,1151202,1156793,1163627,1169764,1170076,1170130,1172245,1172766,1179386,1184754,1191058,1191654,1188809,1181920,1175212,1174789,1180791,1188994,1187112,1193229,1197530,1206991,1210050,1218725,1229958,1242748,1254255,1261567,1265754,1269451,1281557,1289428
97808,1897,94606,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,132374,132352,132170,131665,131531,131961,132731,132886,132586,132422,132434,132312,131701,131172,130901,131390,131659,131624,131004,131110,131384,131755,131939,132803,134467,135973,137427,138313,138795,138441,138720,139198,140791,141417,142332,142302,142422,142782,143496,144670,145858,147538,148591,150132,151238,154257,156754,159903,162425,164937,166759,168419,170939,174068,177257,179557,182350,185262,189252,193641,197993,202824,208346,214166,219382,223245,227049,230418,233792,236538,238498,239972,241081,242199,243477,245819,248964,252746,256472,261524,266013,269124,271619,273814,276860,279610,281724,282824,282183,282572,284282,285929,287074,289023,292994,297214,301412,305106,310915,316786,323707,329033,334011,338185,344057,349483,355277,360277,365995,372120,376743,381893,387404,393842,399004,404503,409317,415969,419122,423337,423693,426328,428060,429695,430507,431220,432091,433380,432672,432083,431269,430941,430745,426984,423443,420523,417409,413923,412488,411577,411105,404815,400669,395151,394639,392279,388297,381262,375073,367236,358188,347210,337111,328320,319188,310536,300079,293031,288548,285922,283478,284489,285031,285246,284383,287620,290931,295444,299926,304259,308080,311387,313440,311840,307545,303791,301644,299286,297456,293861,290840,288027,284961,280283,273777,268342,267967,270495,274264,274599,274308,274306,274385,273413,272645,273459,277942,283856,288994,293242,295762,300044,304372,310401,318079,324496,332651,342049,354431,365441,375321,380409,385920,389877,395387,400475,403328,410291,412599,414369,409993,408174,404605,406563,407417,414379,422473,430448,436572,439603,447827,457393,467685,476342,486975,497168,511158,519337,524547,528263,536056,545706,550741,556198,562470,568001,572569,578264,582007,588009,592563,600497,605748,613140,622661,627839,632514,639137,648746,655923,663855,672134,683483,693203,703862,709178,713101,719673,729537,735625,734544,730483,726239,723725,720049,712929,704283,699590,697113,699286,702444,706652,707801,706208,704047,701623,701157,706756,717325,724150,728541,726938,725726,725222,730021,738996,748742,757941,765686,770757,772960,777892
97527,1949,94040,Zip,CA,CA,Mountain View,San Jose-Sunnyvale-Santa Clara,Santa Clara County,408201,407229,406710,406378,406604,407539,408389,410521,412515,415618,419145,423000,427512,432129,437693,442148,446331,450234,454779,458600,462964,465823,469847,474425,478439,482914,486757,492882,499226,504998,511122,516561,523672,530565,534702,537229,540498,545653,550495,551813,554229,558227,562796,566875,568447,573854,581344,592100,602115,610883,620226,635495,651393,669927,686607,706269,726092,743093,762329,778805,795507,806163,815033,817570,816662,810307,804234,797664,792087,784279,771451,759399,748539,746238,748281,752331,759190,764722,771703,774411,776631,780743,785781,787297,787784,788167,785669,781975,774239,771801,769405,770856,774104,777238,782279,790394,800930,808569,815397,825153,837917,850931,861272,873563,884500,898615,914219,929906,943807,957365,977160,992327,1006937,1015626,1029409,1041308,1049170,1053368,1053778,1057137,1062039,1066679,1061539,1057794,1055558,1059784,1060182,1055423,1058561,1061462,1065677,1066252,1064483,1068230,1076672,1084577,1090062,1092489,1097565,1105170,1109396,1110154,1107282,1097862,1084100,1063066,1047264,1040441,1038272,1031832,1024299,1022096,1016392,1010655,1005207,1015231,1030642,1050836,1050056,1046031,1037660,1041336,1043912,1034675,1029934,1032160,1046060,1051532,1055504,1057961,1078195,1086341,1095068,1084675,1077958,1078864,1089169,1095552,1085791,1074277,1066762,1062363,1055423,1051326,1042382,1049299,1053320,1063608,1057519,1050399,1056706,1060723,1063668,1059048,1061808,1077141,1101466,1122066,1143316,1159839,1183260,1207900,1230823,1260759,1290628,1320545,1344359,1363821,1384860,1403311,1413508,1420442,1424559,1439480,1443037,1447789,1454747,1473113,1484978,1489023,1483513,1487228,1508629,1534028,1566362,1584818,1615527,1636955,1651677,1662287,1684172,1706468,1748444,1774941,1801787,1811003,1821134,1826893,1829960,1839248,1854251,1863915,1870197,1883264,1876135,1874695,1855884,1863692,1860266,1874071,1878529,1889103,1894631,1908475,1917692,1928934,1939246,1957683,1981918,2019688,2072006,2124134,2175427,2225103,2279082,2327171,2368980,2397594,2436549,2468975,2504079,2487851,2454610,2412141,2387969,2351642,2305421,2266980,2239398,2236482,2230486,2219284,2193451,2170054,2167462,2165858,2174015,2186770,2215759,2247134,2280220,2297769,2308912,2325286,2350651,2392080,2421088,2452279,2467324,2484105,2491109,2493332
97810,1971,94608,Zip,CA,CA,Oakland,San Francisco-Oakland-Hayward,Alameda County,168640,167551,166294,164411,162389,161073,159475,158752,157902,157622,157194,156421,155461,154797,155336,155822,156953,157177,158413,158659,159393,159758,160911,163146,165000,166551,167209,167972,168619,169906,171345,173063,174981,176529,177881,178431,180228,182184,183996,185683,187476,189589,189872,190500,190818,192101,192661,193917,196539,199514,202116,203648,204696,205028,207768,211815,217349,222207,227514,233503,237574,241906,247093,253315,259923,265868,270548,273191,275371,277558,280038,279846,279956,279996,281036,283551,286676,291298,295449,300136,303781,307787,311164,316774,321919,327331,330563,332728,333236,334145,336005,339148,341950,345106,348774,352577,356443,359538,364337,369478,376616,382861,389756,395191,402279,408086,415669,422356,430211,437520,444531,452008,459778,467256,472514,477743,483054,490250,494364,498319,499242,503143,505833,507044,506119,505604,506658,509006,509514,509739,508487,507418,506569,501971,498477,495009,492919,489627,487546,484450,481486,473500,467960,460447,457324,452005,446352,442898,438448,431964,421688,413333,404784,397790,389005,385075,380083,380823,380224,376330,371260,371725,373016,372968,371725,374442,377730,378583,376638,372638,369319,368165,369318,366169,361438,354530,350234,345793,342866,337640,334719,330899,328133,321741,313577,306435,306291,307309,309586,306846,304379,302799,301506,301389,301020,304187,308533,313900,314104,317112,319127,325693,332051,339717,348440,355856,365685,375138,387706,400944,415072,424475,430711,437059,445128,454602,461009,468497,471891,475114,474324,472648,471268,472869,477112,483138,489377,495167,499829,504234,511526,520142,529036,538109,547181,558602,572287,582487,588603,592829,601645,611490,617131,622526,628440,633872,638940,642988,643463,644095,645280,649237,651584,654494,660732,664483,667493,672355,677501,680937,686836,695117,705213,715264,723723,730132,734216,740508,748125,752889,753747,753439,752191,750924,749178,742807,737176,733694,731170,730653,734148,739634,744034,742863,744158,745006,748095,756973,768290,774289,776593,776591,776727,776472,779200,787770,794895,802249,807932,811553,813777,820176
